Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
38870,"Proceedings of the First Workshop on Patterns in Model Engineering, PAME 2015, co-located with the 3rd International Conference on Software Technologies: Applications and Foundations (STAF 2015), L'Aquila, Italy, July 21, 2015.",CEUR Workshop Proceedings,1657,2016,https://dblp.org/db/conf/staf/pame2015.html
38897,"Proceedings of the Workshop on Valuable Visualization of Healthcare Information: from the quantified self data to conversations, VVH 2016, co-located with the 2016 International Working Conference on Advanced Visual Interfaces (AVI 2016), Bari, Italy, June 7th, 2016.",CEUR Workshop Proceedings,1658,2016,https://dblp.org/db/conf/avi/vvh2016.html
38924,"Proceedings of the Tenth Latin American Workshop on Logic/Languages, Algorithms and New Methods of Reasoning, LANMR 2016, Puebla, Mexico, August 15, 2016.",CEUR Workshop Proceedings,1659,2016,https://dblp.org/db/conf/lanmr/lanmr2016.html
38951,"Proceedings of the Joint Ontology Workshops 2016 Episode 2: The French Summer of Ontology co-located with the 9th International Conference on Formal Ontology in Information Systems (FOIS 2016), Annecy, France, July 6-9, 2016.",CEUR Workshop Proceedings,1660,2016,https://dblp.org/db/conf/fois/jowo2016.html
38978,"Proceedings of the 3rd International Workshop on Probabilistic Logic Programming co-located with 26th International Conference on Inductive Logic Programming (ILP 2016), London, UK, September 3, 2016.",CEUR Workshop Proceedings,1661,2016,https://dblp.org/db/conf/ilp/plp2016.html
39029,"Proceedings of the 13th UAI Bayesian Modeling Applications Workshop (BMAW 2016) co-located with the 32nd Conference on Uncertainty in Artificial Intelligence (UAI 2016), New York City, NY, USA, June 25, 2016.",CEUR Workshop Proceedings,1663,2016,https://dblp.org/db/conf/uai/bma2016.html
39055,"Proceedings of the 17th Workshop ""From Objects to Agents"" co-located with 18th European Agent Systems Summer School (EASSS 2016), Catania, Italy, July 29-30, 2016.",CEUR Workshop Proceedings,1664,2016,https://dblp.org/db/conf/woa/woa2016.html
39082,"Proceedings of the 12th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2016) co-located with the 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 17, 2016.",CEUR Workshop Proceedings,1665,2016,https://dblp.org/db/conf/semweb/ursw2016.html
39109,"Proceedings of the 7th International Workshop on Consuming Linked Data co-located with 15th International Semantic Web Conference, COLD@ISWC 2015, Kobe, Japan, October 18, 2016.",CEUR Workshop Proceedings,1666,2016,https://dblp.org/db/conf/semweb/cold2016.html
39160,"Proceedings of the 1st Workshop on Ethics in the Design of Intelligent Agents, The Hague, The Netherlands, August 30, 2016.",CEUR Workshop Proceedings,1668,2016,https://dblp.org/db/conf/ecai/edia2016.html
39187,"Proceedings der Pre-Conference-Workshops der 14. E-Learning Fachtagung Informatik co-located with 14th e-Learning Conference of the German Computer Society (DeLFI 2016), Potsdam, Germany, September 11, 2016.",CEUR Workshop Proceedings,1669,2016,https://dblp.org/db/conf/delfi/delfi2016w.html
39214,"Proceedings of the Conference ""Lernen, Wissen, Daten, Analysen"", Potsdam, Germany, September 12-14, 2016.",CEUR Workshop Proceedings,1670,2016,https://dblp.org/db/conf/lwa/lwda2016.html
39241,"Proceedings of the VLDB 2016 PhD Workshop co-located with the 42nd International Conference on Very Large Databases (VLDB 2016), New Delhi, India, September 9, 2016.",CEUR Workshop Proceedings,1671,2016,https://dblp.org/db/conf/vldb/phd2016.html
39268,"Proceedings of the First International Workshop on Systems and Algorithms for Formal Argumentation (SAFA) co-located with the 6th International Conference on Computational Models of Argument (COMMA 2016), Potsdam, Germany, September 13, 2016.",CEUR Workshop Proceedings,1672,2016,https://dblp.org/db/conf/comma/safa2016.html
39295,"Proceedings of the 3rd Workshop on New Trends in Content-Based Recommender Systems co-located with ACM Conference on Recommender Systems (RecSys 2016), Boston, MA, USA, September 16, 2016.",CEUR Workshop Proceedings,1673,2016,https://dblp.org/db/conf/recsys/cbrecsys2016.html
39322,"Proceedings of the Ninth International i* Workshop co-located with 24th International Conference on Requirements Engineering (RE 2016), Beijing, China, September 12-13, 2016.",CEUR Workshop Proceedings,1674,2016,https://dblp.org/db/conf/istar/istar2016.html
39348,"Joint Proceedings of the Doctoral Symposium and Projects Showcase Held as Part of STAF 2016 co-located with Software Technologies: Applications and Foundations (STAF 2016), Vienna, Austria, July 4-7, 2016.",CEUR Workshop Proceedings,1675,2016,https://dblp.org/db/conf/staf/ds2016.html
39375,"Proceedings of the 15th European Networked Knowledge Organization Systems Workshop (NKOS 2016) co-located with the 20th International Conference on Theory and Practice of Digital Libraries 2016 (TPDL 2016), Hannover, Germany, September 9, 2016.",CEUR Workshop Proceedings,1676,2016,https://dblp.org/db/conf/ercimdl/nkos2016.html
39402,"Proceedings of the Fifth Workshop on Software Quality Analysis, Monitoring, Improvement, and Applications, Budapest, Hungary, August 29-31, 2016.",CEUR Workshop Proceedings,1677,2016,https://dblp.org/db/conf/sqamia/sqamia2016.html
39429,"Proceedings of the Ninth International Workshop on Agents in Traffic and Transportation (ATT 2016) co-located with the 25th International Joint Conference On Artificial Intelligence (IJCAI 2016), New York, USA, July 10, 2016.",CEUR Workshop Proceedings,1678,2016,https://dblp.org/db/conf/ijcai/att2016.html
39455,"Proceedings of the Joint Workshop on Interfaces and Human Decision Making for Recommender Systems co-located with ACM Conference on Recommender Systems (RecSys 2016), Boston, MA, USA, September 16, 2016.",CEUR Workshop Proceedings,1679,2016,https://dblp.org/db/conf/recsys/intrs2016.html
39481,"Proceedings of the 4th Workshop on Emotions and Personality in Personalized Systems co-located with ACM Conference on Recommender Systems (RecSys 2016), Boston, MA, USA, September 16, 2016.",CEUR Workshop Proceedings,1680,2016,https://dblp.org/db/conf/recsys/empire2016.html
39507,"Proceedings of the Third Conference on Digital Humanities in Luxembourg with a Special Focus on Reading Historical Sources in the Digital Age, Luxembourg, Luxembourg, December 5-6, 2013.",CEUR Workshop Proceedings,1681,2016,https://dblp.org/db/conf/dhlu/dhlu2013.html
39533,"Proceedings of the 3rd Congreso de la Sociedad Española para las Ciencias del Videojuego, Barcelona, Spain, June 29, 2016.",CEUR Workshop Proceedings,1682,2016,https://dblp.org/db/conf/cosecivi/cosecivi2016.html
39583,"Joint Proceedings of the BIR 2016 Workshops and Doctoral Consortium co-located with 15th International Conference on Perspectives in Business Informatics Research (BIR 2016), Prague, Czech Republic, September 14 - 16, 2016.",CEUR Workshop Proceedings,1684,2016,https://dblp.org/db/conf/bir/bir2016w.html
39610,"Proceedings of the Workshop on Recommenders in Tourism co-located with 10th ACM Conference on Recommender Systems (RecSys 2016), Boston, MA, USA, September 15, 2016.",CEUR Workshop Proceedings,1685,2016,https://dblp.org/db/conf/recsys/rectour2016.html
39661,"Proceedings of the 2nd International Workshop on Soft Computing Applications and Knowledge Discovery (SCAKD 2016) co-located with the 13th International Conference on Concept Lattices and Their Applications (CLA 2016), Moscow, Russia, July 18, 2016.",CEUR Workshop Proceedings,1687,2016,https://dblp.org/db/conf/cla/scakd2016.html
39688,"Proceedings of the Poster Track of the 10th ACM Conference on Recommender Systems (RecSys 2016), Boston, USA, September 17, 2016.",CEUR Workshop Proceedings,1688,2016,https://dblp.org/db/conf/recsys/posters2016.html
39715,"Proceedings of the 10th Workshop on Verification and Evaluation of Computer and Communication System, VECoS 2016, Tunis, Tunisia, October 6-7, 2016.",CEUR Workshop Proceedings,1689,2016,https://dblp.org/db/conf/vecos/vecos2016.html
39742,"Proceedings of the ISWC 2016 Posters &amp; Demonstrations Track co-located with 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 19, 2016.",CEUR Workshop Proceedings,1690,2016,https://dblp.org/db/conf/semweb/iswc2016p.html
39769,"Proceedings of the 6th Workshop on 'Making Sense of Microposts' co-located with the 25th International World Wide Web Conference (WWW 2016), Montréal, Canada, April 11, 2016.",CEUR Workshop Proceedings,1691,2016,https://dblp.org/db/conf/msm/msm2016.html
39796,"Proceedings of the 7th Workshop on Ontologies and Data in Life Sciences, ODLS 2016, organized by the GI Workgroup Ontologies in Biomedicine and Life Sciences (OBML), Halle (Saale), Germany, September 29-30, 2016.",CEUR Workshop Proceedings,1692,2016,https://dblp.org/db/conf/odls/odls2016.html
39823,"Joint Proceedings of the Second International Workshop on Patterns in Model Engineering and the Fifth International Workshop on the Verification of Model Transformation, PAME/VOLT 2016, co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016), Saint-Malo, France, October 2-3, 2016.",CEUR Workshop Proceedings,1693,2016,https://dblp.org/db/conf/models/pame-volt2016.html
39850,"Proceedings of the 2nd Workshop on Flexible Model Driven Engineering co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages &amp; Systems (MoDELS 2016), Saint-Malo, France, October 2, 2016.",CEUR Workshop Proceedings,1694,2016,https://dblp.org/db/conf/models/flexmde2016.html
39877,"Joint Proceedings of the Posters and Demos Track of the 12th International Conference on Semantic Systems - SEMANTiCS2016 and the 1st International Workshop on Semantic Change &amp; Evolving Semantics (SuCCESS'16) co-located with the 12th International Conference on Semantic Systems (SEMANTiCS 2016), Leipzig, Germany, September 12-15, 2016.",CEUR Workshop Proceedings,1695,2016,https://dblp.org/db/conf/i-semantics/semantics2016p.html
39903,"Proceedings of the 2nd International Workshop on Social Media World Sensors, SIDEWAYS 2016, co-located with 10th International Conference on Language Resources and Evaluation (LREC 2016), Portoroz, Slovenia, May 24, 2016.",CEUR Workshop Proceedings,1696,2016,https://dblp.org/db/conf/lrec/sideways2016.html
39930,"Proceedings of the Embedded Operating Systems Workshop co-located with the Embedded Systems Week (ESWEEK 2016), Pittsburgh PA, USA, October 6, 2016.",CEUR Workshop Proceedings,1697,2016,https://dblp.org/db/conf/ewili/ewili2016.html
39957,"Proceedings of the 25th International Workshop on Concurrency, Specification and Programming, Rostock, Germany, September 28-30, 2016.",CEUR Workshop Proceedings,1698,2016,https://dblp.org/db/conf/csp/csp2016.html
39984,"Proceedings of the Fourth International Workshop on Linked Data for Information Extraction co-located with 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 18, 2016.",CEUR Workshop Proceedings,1699,2016,https://dblp.org/db/conf/semweb/ld4ie2016.html
40011,"Proceedings of the Workshop on Benchmarking Linked Data (BLINK 2016) co-located with the 15th International Semantic Web Conference (ISWC), Kobe, Japan, October 18, 2016.",CEUR Workshop Proceedings,1700,2016,https://dblp.org/db/conf/semweb/blink2016.html
40038,"Proceedings of the 7th International Workshop on Enterprise Modeling and Information Systems Architectures, EMISA 2016: Fachgruppentreffen der GI-Fachgruppe Entwicklungsmethoden für Informationssysteme und deren Anwendung, Vienna, Austria, October 3-4, 2016.",CEUR Workshop Proceedings,1701,2016,https://dblp.org/db/conf/emisa/emisa2016.html
40065,"Proceedings of TASS 2016: Workshop on Sentiment Analysis at SEPLN co-located with 32nd SEPLN Conference (SEPLN 2016), Salamanca, Spain, September 13th, 2016.",CEUR Workshop Proceedings,1702,2016,https://dblp.org/db/conf/sepln/tass2016.html
40092,"Proceedings of the 5th International Workshop ""What can FCA do for Artificial Intelligence""? co-located with the European Conference on Artificial Intelligence, FCA4AI@ECAI 2016, The Hague, the Netherlands, August 30, 2016.",CEUR Workshop Proceedings,1703,2016,https://dblp.org/db/conf/ecai/fca4ai2016.html
40119,"Proceedings of the Second International Workshop on Visualization and Interaction for Ontologies and Linked Data co-located with the 15th International Semantic Web Conference, VOILA@ISWC 2016, Kobe, Japan, October 17, 2016.",CEUR Workshop Proceedings,1704,2016,https://dblp.org/db/conf/semweb/voila2016.html
40146,"Proceedings of the Workshop on Engineering Computer-Human Interaction in Recommender Systems co-located with the eight ACM SIGCHI Symposium on Engineering Interactive Computing Systems, EnCHIReS@EICS 2016, Bruxelles, Belgium, June 21, 2016.",CEUR Workshop Proceedings,1705,2016,https://dblp.org/db/conf/eics/enchires2016.html
40173,"Proceedings of the 10th Workshop on Models and Evolution co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint-Malo, France, October 2, 2016.",CEUR Workshop Proceedings,1706,2016,https://dblp.org/db/conf/models/me2016.html
40200,"Proceedings of the Workshop on Active Learning: Applications, Foundations and Emerging Trends co-located with International Conference on Knowledge Technologies and Data-driven Business (i-KNOW 2016), Graz, Austria, October 18, 2016.",CEUR Workshop Proceedings,1707,2016,https://dblp.org/db/conf/iknow/al2016.html
40227,"Proceedings of the 3rd International Workshop on Measurement and Metrics for Green and Sustainable Software Systems, MeGSuS 2016, co-located with 10th International Symposium on Empirical Software Engineering and Measurement (ESEM 2016), Ciudad Real, Spain, September 7, 2016.",CEUR Workshop Proceedings,1708,2016,https://dblp.org/db/conf/esem/megsus2016.html
40254,"Proceedings of the First International Workshop on Biomedical Data Integration and Discovery (BMDID 2016) co-located with The 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 17, 2016.",CEUR Workshop Proceedings,1709,2016,https://dblp.org/db/conf/semweb/bmdid2016.html
40281,"Supplementary Proceedings of the Fifth International Conference on Analysis of Images, Social Networks and Texts (AIST 2016), Yekaterinburg, Russia, April 6-8, 2016.",CEUR Workshop Proceedings,1710,2016,https://dblp.org/db/conf/aist/aist2016s.html
40332,"Proceedings of the 13th Workshop on Model-Driven Engineering, Verification and Validation co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint-Malo, France, October 3, 2016.",CEUR Workshop Proceedings,1713,2016,https://dblp.org/db/conf/models/modevva2016.html
40359,"Anais do VII Workshop sobre Aspectos da Interação Humano-Computador na Web Social (WAIHCWS'16) co-located with XV Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC 2016), São Paulo, Brazil, October 4, 2016.",CEUR Workshop Proceedings,1714,2016,https://dblp.org/db/conf/ihc/waihcws2016.html
40386,"Proceedings of the Workshop on Fictional Game Elements 2016 co-located with The ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play (CHI PLAY 2016), Austin, Texas, USA, October 16-19, 2016.",CEUR Workshop Proceedings,1715,2016,https://dblp.org/db/conf/chiplay/fge2016.html
40413,"Proceedings of the 4th International Workshop on Interactive Content Consumption co-located with ACM International Conference on Interactive Experiences for Television and Online Video (ACM TVX 2016), Chicago, IL, USA, June 22, 2016.",CEUR Workshop Proceedings,1716,2016,https://dblp.org/db/conf/tvx/wsicc2016.html
40440,"Proceedings of the 1st International Workshop on Collaborative Modelling in MDE (COMMitMDE 2016) co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016), St. Malo, France, October 4, 2016.",CEUR Workshop Proceedings,1717,2016,https://dblp.org/db/conf/models/commitmde2016.html
40467,"Proceedings of the Workshop on Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap co-located with 25th International Joint Conference on Artificial Intelligence (IJCAI 2016), New-York, USA, July 11, 2016.",CEUR Workshop Proceedings,1718,2016,https://dblp.org/db/conf/ijcai/bai2016.html
40494,"Proceedings of the 4th International Workshop on Quantified Boolean Formulas (QBF 2016) co-located with 19th International Conference on Theory and Applications of Satisfiability Testing (SAT 2016), Bordeaux, France, July 4, 2016.",CEUR Workshop Proceedings,1719,2016,https://dblp.org/db/conf/sat/qbf2016.html
40521,"Proceedings of the 17th Italian Conference on Theoretical Computer Science, Lecce, Italy, September 7-9, 2016.",CEUR Workshop Proceedings,1720,2016,https://dblp.org/db/conf/ictcs/ictcs2016.html
40548,"Proceedings of the 10th Turkish National Software Engineering Symposium, UYMS 2016, Canakkale, Turkey, October 24-26, 2016.",CEUR Workshop Proceedings,1721,2016,https://dblp.org/db/conf/uyms/uyms2016.html
40575,"Proceedings of the 3rd International Workshop on Multi-Level Modelling co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages &amp; Systems (MoDELS 2016), Saint-Malo, France, October 4, 2016.",CEUR Workshop Proceedings,1722,2016,https://dblp.org/db/conf/models/multi2016.html
40602,"Proceedings of the 3rd International Workshop on Interplay of Model-Driven and Component-Based Software Engineering co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages &amp; Systems (MoDELS 2016), Saint-Malo, France, October 2nd, 2016.",CEUR Workshop Proceedings,1723,2016,https://dblp.org/db/conf/models/modcomp2016.html
40629,"Proceedings of the 2nd Workshop on Artificial Intelligence and Internet of Things co-located with the 22nd European Conference on Artificial Intelligence (ECAI 2016), The Hague, Netherlands, August 30, 2016.",CEUR Workshop Proceedings,1724,2016,https://dblp.org/db/conf/ecai/aiiot2016.html
40656,"Proceedings of the MoDELS 2016 Demo and Poster Sessions co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016), Saint-Malo, France, October 2-7, 2016.",CEUR Workshop Proceedings,1725,2016,https://dblp.org/db/conf/models/dp2016.html
40707,"Proceedings of the II Spring School on Networks 2016, Santiago, Chile, November 21-22, 2016.",CEUR Workshop Proceedings,1727,2016,https://dblp.org/db/conf/ssn/ssn2016.html
40734,"Proceedings of the 2nd INCOSE Italia Conference on Systems Engineering, Turin, Italy, November 14-16, 2016.",CEUR Workshop Proceedings,1728,2016,https://dblp.org/db/conf/ciise/ciise2016.html
40785,"Proceedings of the 4th International Workshop on the Globalization Of Modeling Languages co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint Malo, France, October 4th, 2016.",CEUR Workshop Proceedings,1731,2016,https://dblp.org/db/conf/models/gemoc2016.html
40836,"Proceedings of the Doctoral Consortium at the 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 18, 2016.",CEUR Workshop Proceedings,1733,2016,https://dblp.org/db/conf/semweb/dc2016.html
40863,"Proceedings of the 9th Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016, St. Pölten, Austria, November 23-24, 2016.",CEUR Workshop Proceedings,1734,2016,https://dblp.org/db/conf/fmt/fmt2016.html
40890,"Proceedings of the Doctoral Symposium at the 19th ACM/IEEE International Conference of Model-Driven Engineering Languages and Systems 2016 (MoDELS 2016), Saint Malo, France, October 2, 2016.",CEUR Workshop Proceedings,1735,2016,https://dblp.org/db/conf/models/ds2016.html
40917,"Proceedings of the 6th Workshop on Awareness and Reflection in Technology Enhanced Learning In conjunction with the 11th European Conference on Technology Enhanced Learning: Adaptive and Adaptable Learning (EC-TEL 2016), Lyon, France, September 13, 2016.",CEUR Workshop Proceedings,1736,2016,https://dblp.org/db/conf/ectel/artel2016.html
40944,"Working notes of FIRE 2016 - Forum for Information Retrieval Evaluation, Kolkata, India, December 7-10, 2016.",CEUR Workshop Proceedings,1737,2016,https://dblp.org/db/conf/fire/fire2016w.html
40971,"Proceedings of the EC-TEL 2016 International Workshop on Teaching Analytics, Lyon, France, September 16, 2016.",CEUR Workshop Proceedings,1738,2016,https://dblp.org/db/conf/ectel/iwta2016.html
40998,"Working Notes Proceedings of the MediaEval 2016 Workshop, Hilversum, The Netherlands, October 20-21, 2016.",CEUR Workshop Proceedings,1739,2016,https://dblp.org/db/conf/mediaeval/mediaeval2016.html
41025,"Proceedings of the 17th International Workshop on Trust in Agent Societies co-located with the 13th International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2014), Paris, France, May 6, 2014.",CEUR Workshop Proceedings,1740,2016,https://dblp.org/db/conf/atal/trust2014.html
41052,"Workshop and Poster Proceedings of the 6th Joint International Semantic Technology Conference co-located with the 6th Joint International Semantic Technology Conference (JIST 2016), Singapore, November 2-4, 2016.",CEUR Workshop Proceedings,1741,2016,https://dblp.org/db/conf/jist/jist2016wp.html
41079,"Proceedings of the 11th International Workshop on Models@run.time co-located with 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint Malo, France, October 4, 2016.",CEUR Workshop Proceedings,1742,2016,https://dblp.org/db/conf/models/runtime2016.html
41106,"Proceedings of the 3rd Annual International Symposium on Information Management and Big Data - SIMBig 2016, Cusco, Peru, September 1-3, 2016.",CEUR Workshop Proceedings,1743,2016,https://dblp.org/db/conf/simbig/simbig2016.html
41157,"Proceedings of the 23rd RCRA International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2016 (RCRA 2016) A workshop of the XV International Conference of the Italian Association for Artificial Intelligence (AI*IA 2016), Genova, Italy, November 28, 2016.",CEUR Workshop Proceedings,1745,2016,https://dblp.org/db/conf/aiia/rcra2016.html
41184,"Proceedings of the 2nd International Conference on Recent Trends and Applications in Computer Science and Information Technology, Tirana, Albania, November 18-19, 2016.",CEUR Workshop Proceedings,1746,2016,https://dblp.org/db/conf/rtacsit/rtacsit2016.html
41211,"Proceedings of the Joint International Conference on Biological Ontology and BioCreative, Corvallis, Oregon, United States, August 1-4, 2016.",CEUR Workshop Proceedings,1747,2016,https://dblp.org/db/conf/icbo/icbo2016.html
41238,"Proceedings of the 2nd International Workshop on Knowledge Discovery on the WEB, KDWeb 2016, Cagliari, Italy, September 8-10, 2016.",CEUR Workshop Proceedings,1748,2016,https://dblp.org/db/conf/kdweb/kdweb2016.html
41265,"Proceedings of Third Italian Conference on Computational Linguistics (CLiC-it 2016) &amp; Fifth Evaluation Campaign of Natural Language Processing and Speech Tools for Italian. Final Workshop (EVALITA 2016), Napoli, Italy, December 5-7, 2016.",CEUR Workshop Proceedings,1749,2016,https://dblp.org/db/conf/clic-it/clic-it2016.html
41292,"Proceedings of the 4th Workshop on Society, Privacy and the Semantic Web - Policy and Technology (PrivOn2016) co-located with 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 18th, 2016.",CEUR Workshop Proceedings,1750,2016,https://dblp.org/db/conf/semweb/privon2016.html
41319,"Proceedings of the 24th Irish Conference on Artificial Intelligence and Cognitive Science, AICS 2016, Dublin, Ireland, September 20-21, 2016.",CEUR Workshop Proceedings,1751,2016,https://dblp.org/db/conf/aics/aics2016.html
41346,"Selected Papers of the XVIII International Conference on Data Analytics and Management in Data Intensive Domains (DAMDID/RCDL 2016), Ershovo, Moscow Region, Russia, October 11-14, 2016.",CEUR Workshop Proceedings,1752,2016,https://dblp.org/db/conf/rcdl/rcdl2016.html
41373,"Proceedings of the CBI 2016 Industrial Track co-located with 18th IEEE Conference on Business Informatics (CBI 2016), Paris, France, August 31st, 2016.",CEUR Workshop Proceedings,1753,2016,https://dblp.org/db/conf/wecwis/cbi2016i.html
41424,"Proceedings of the 2nd International Conference on Computing Research and Innovations, Ibadan, Nigeria, September 7-9, 2016.",CEUR Workshop Proceedings,1755,2016,https://dblp.org/db/conf/cori/cori2016.html
41451,"Proceedings of the 16th International Workshop on OCL and Textual Modelling co-located with 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint-Malo, France, October 2, 2016.",CEUR Workshop Proceedings,1756,2016,https://dblp.org/db/conf/models/ocl2016.html
41478,"Proceedings of the 6th International Symposium on Data-driven Process Discovery and Analysis (SIMPDA 2016), Graz, Austria, December 15-16, 2016.",CEUR Workshop Proceedings,1757,2016,https://dblp.org/db/conf/simpda/simpda2016.html
41505,"Proceedings of the 9th Transformation Tool Contest, co-located with the 2016 Software Technologies: Applications and Foundations (STAF 2016), Vienna, Austria, July 8, 2016.",CEUR Workshop Proceedings,1758,2016,https://dblp.org/db/conf/staf/ttc2016.html
41532,"Proceedings of the Doctoral Consortium at the 15th International Conference on Web-Based learning co-located with the 15th International Conference on Web-Based Learning - ICWL 2016, Rome, Italy, October 28, 2016.",CEUR Workshop Proceedings,1759,2016,https://dblp.org/db/conf/icwl/icwl2016d.html
41559,"Proceedings of the 2nd International Workshop on Executable Modeling co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), Saint-Malo, France, October 3, 2016.",CEUR Workshop Proceedings,1760,2016,https://dblp.org/db/conf/models/exe2016.html
41610,"Proceedings of the First Workshop on Digital Humanities and Digital Curation co-located with the 10th Conference on Metadata and Semantics Research (MTSR 2016), Goettingen, Germany, November 22, 2016.",CEUR Workshop Proceedings,1764,2016,https://dblp.org/db/conf/mtsr/dhc2016.html
41637,"Proceedings of the Doctoral Consortium at the 9th IFIP WG 8.1 Working Conference on The Practice of Enterprise Modeling (PoEM-DC 2016) co-located with the 9th IFIP WG 8.1 Working Conference on The Practice of Enterprise Modeling (PoEM 2016), Skövde, Sweden, November 8th, 2016.",CEUR Workshop Proceedings,1765,2016,https://dblp.org/db/conf/ifip8-1/dc2016.html
41664,"Proceedings of the 11th International Workshop on Ontology Matching co-located with the 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 18, 2016.",CEUR Workshop Proceedings,1766,2016,https://dblp.org/db/conf/semweb/om2016.html
41691,"Proceedings of the Workshop on Computational Creativity, Concept Invention, and General Intelligence (C3GI 2016) co-located with the 28th European Summer School in Logic, Language and Information (ESSLLI 2016), Bozen-Bolzano, Italy, August 20-22, 2016.",CEUR Workshop Proceedings,1767,2016,https://dblp.org/db/conf/esslli/c3gi2016.html
41718,"Proceedings of the 11th International Workshop on Neural-Symbolic Learning and Reasoning (NeSy'16) co-located with the Joint Multi-Conference on Human-Level Artificial Intelligence (HLAI 2016), New York City, NY, USA, July 16-17, 2016.",CEUR Workshop Proceedings,1768,2016,https://dblp.org/db/conf/nesy/nesy2016.html
41745,"Proceedings of the Doctoral Consortium of AI*IA 2016 co-located with the 15th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2016), Genova, Italy, November 29, 2016.",CEUR Workshop Proceedings,1769,2016,https://dblp.org/db/conf/aiia/dc2016.html
41772,"Proceedings of the 2nd International Workshop Automated Reasoning in Quantified Non-Classical Logics (ARQNL 2016) affiliated with the International Joint Conference on Automated Reasoning (IJCAR 2016)., Coimbra, Portugal, July 1, 2016.",CEUR Workshop Proceedings,1770,2016,https://dblp.org/db/conf/cade/arqnl2016.html
41799,"Joint Proceedings of the 4th International Workshop on Quantitative Approaches to Software Quality (QuASoQ 2016) and 1st International Workshop on Technical Debt Analytics (TDA 2016) co-located with the 23rd Asia-Pacific Software Engineering Conference (APSEC 2016), Hamilton, New Zealand, December 6, 2016.",CEUR Workshop Proceedings,1771,2016,https://dblp.org/db/conf/apsec/quasoq2016.html
41826,"Proceedings of the 10th International Workshop on Artificial Intelligence for Cultural Heritage co-located with the 15th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2016), Genoa, Italy, November 28, 2016.",CEUR Workshop Proceedings,1772,2016,https://dblp.org/db/conf/aiia/aich2016.html
41853,"Proceedings of the Workshop on Cognitive Computation: Integrating neural and symbolic approaches 2016 co-located with the 30th Annual Conference on Neural Information Processing Systems (NIPS 2016), Barcelona, Spain, December 9, 2016.",CEUR Workshop Proceedings,1773,2016,https://dblp.org/db/conf/nips/coco2016.html
41880,"Proceedings of the First Workshop on MIning DAta for financial applicationS (MIDAS 2016) co-located with the 2016 European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML-PKDD 2016), Riva del Garda, Italy, September 19-23, 2016.",CEUR Workshop Proceedings,1774,2016,https://dblp.org/db/conf/pkdd/midas2016.html
41907,"Proceedings of the ACM Student Research Competition at MODELS 2016 co-located with the 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016), St. Malo, France, October 3-4, 2016.",CEUR Workshop Proceedings,1775,2017,https://dblp.org/db/conf/models/src2016.html
41934,"Proceedings of the Fourth edition of the International Workshop on Cultures of Participation in the Digital Age: From ""Have to"" to ""Want to"" Participate co-located with the 9th Nordic Conference on Human-Computer Interaction (NordiCHI 2016), Gothenburg, Sweden, October 23, 2016.",CEUR Workshop Proceedings,1776,2017,https://dblp.org/db/conf/nordichi/copda2016.html
41961,"Proceedings of the Workshop on Spatial Data on the Web (SDW 2016) co-located with The 9th International Conference on Geographic Information Science (GIScience 2016), Montreal, Canada, September 27-30, 2016.",CEUR Workshop Proceedings,1777,2017,https://dblp.org/db/conf/giscience/sdw2016.html
