conference,conferenceLabel,ShortName,country,countryLabel,location,locationLabel,StartTime,EndTime
http://www.wikidata.org/entity/Q51343810,The 16th Annual Conference of the North American Chapter of the Association  for Computational Linguistics: Human Language Technologies,NAACL 2018,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q38842202,Hyatt Regency New Orleans,2018/6/1 2:00,2018/6/6 2:00
http://www.wikidata.org/entity/Q51689776,11th International Conference on Natural Language Generation,INLG 2018,http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q9871,Tilburg,2018/11/5 1:00,2018/11/8 1:00
http://www.wikidata.org/entity/Q51713382,Thirty-fifth International Conference on Machine Learning,ICML 2018,http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q1754,Stockholm,2018/7/10 2:00,2018/7/15 2:00
http://www.wikidata.org/entity/Q51758120,SWIB18,SWIB18,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q45248169,Friedrich-Ebert-Foundation head office,2018/11/26 1:00,2018/11/28 1:00
http://www.wikidata.org/entity/Q52118802,Twenty-seventh Conference on Neural Information Processing Systems,NIPS 2013,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q169962,Lake Tahoe,2013/12/5 1:00,2013/12/10 1:00
http://www.wikidata.org/entity/Q52799252,European Conference on Computer Vision 2018,ECCV 2018,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1726,Munich,2018/9/8 2:00,2018/9/14 2:00
http://www.wikidata.org/entity/Q53480781,The SIGNLL Conference on Computational Natural Language Learning 2018,CoNLL 2018,http://www.wikidata.org/entity/Q31,Belgium,http://www.wikidata.org/entity/Q239,City of Brussels,2018/10/31 1:00,2018/11/1 1:00
http://www.wikidata.org/entity/Q53627647,4th Dutch Bioinformatics & Systems Biology Conference,BioSB 2018,http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q53627771,Q53627771,2018/5/15 2:00,2018/5/16 2:00
http://www.wikidata.org/entity/Q53673489,ESWC 2011,ESWC 2011,http://www.wikidata.org/entity/Q41,Greece,http://www.wikidata.org/entity/Q47259960,Aldemar Knossos Royal,2011/5/29 2:00,2011/6/4 2:00
http://www.wikidata.org/entity/Q54017546,"2001 IEEE International Geoscience and Remote Sensing Symposium, IGARSS 2001, Sydney, NSW, Australia, July 9-13, 2001",IGARSS 2001,http://www.wikidata.org/entity/Q408,Australia,http://www.wikidata.org/entity/Q3130,Sydney,2001/7/9 2:00,2001/7/13 2:00
http://www.wikidata.org/entity/Q54029164,"2000 IEEE International Geoscience and Remote Sensing Symposium, IGARSS 2000, Honolulu, HI, USA, July 24-28, 2000",IGARSS 2000,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q18094,Honolulu,2000/7/24 2:00,2000/7/28 2:00
http://www.wikidata.org/entity/Q55102390,The 22nd Nordic Conference on Computational Linguistics,NoDaLiDa 2019,http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q38511,Turku,2019/9/30 2:00,2019/10/2 2:00
http://www.wikidata.org/entity/Q55220257,Recent Advances in Natural Language Processing 2019,RANLP 2019,http://www.wikidata.org/entity/Q219,Bulgaria,http://www.wikidata.org/entity/Q6506,Varna,2019/8/31 2:00,2019/9/6 2:00
http://www.wikidata.org/entity/Q55238570,SciDataCon 2018,SciDataCon 2018,http://www.wikidata.org/entity/Q963,Botswana,http://www.wikidata.org/entity/Q3919,Gaborone,2018/11/5 1:00,2018/11/8 1:00
http://www.wikidata.org/entity/Q55497473,European Conference on Computer Vision 2010,ECCV 2010,http://www.wikidata.org/entity/Q41,Greece,http://www.wikidata.org/entity/Q1018106,Chersonesos Irakliou,2010/9/5 2:00,2010/9/11 2:00
http://www.wikidata.org/entity/Q56006049,44th International Conference on Micro and Nanoengineering,MNE2018,http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q815771,Bella Center,2018/9/24 2:00,2018/9/27 2:00
http://www.wikidata.org/entity/Q56101203,2018 Conference on Empirical Methods in Natural Language Processing,EMNLP 2018,http://www.wikidata.org/entity/Q31,Belgium,http://www.wikidata.org/entity/Q239,City of Brussels,2018/10/31 1:00,2018/11/4 1:00
http://www.wikidata.org/entity/Q56235977,10th International SWAT4HCLS conference,swat4hcls,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q220,Rome,2017/12/4 1:00,2017/12/7 1:00
http://www.wikidata.org/entity/Q56235977,10th International SWAT4HCLS conference,swat4ls,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q220,Rome,2017/12/4 1:00,2017/12/7 1:00
http://www.wikidata.org/entity/Q56236021,11th International SWAT4HCLS conference,SWAT4HCLS,http://www.wikidata.org/entity/Q31,Belgium,http://www.wikidata.org/entity/Q12892,Antwerp,2018/12/3 1:00,2018/12/6 1:00
http://www.wikidata.org/entity/Q56236021,11th International SWAT4HCLS conference,SWAT4LS,http://www.wikidata.org/entity/Q31,Belgium,http://www.wikidata.org/entity/Q12892,Antwerp,2018/12/3 1:00,2018/12/6 1:00
http://www.wikidata.org/entity/Q56259215,"OpenSym 2019, the 15th International Symposium on Open Collaboration",OpenSym 2019,http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q21166,Skövde,2019/8/20 2:00,2019/8/22 2:00
http://www.wikidata.org/entity/Q56416880,The 9th Language and Technology Conference,LTC 2019,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q268,Poznań,2019/5/17 2:00,2019/5/19 2:00
http://www.wikidata.org/entity/Q56558032,The 15th Conference of the European Chapter of the Association for Computational Linguistics,EACL 2017,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q8818,Valencia,2017/4/3 2:00,2017/4/7 2:00
http://www.wikidata.org/entity/Q56571124,The 17th Annual Conference of the North American Chapter of the Association  for Computational Linguistics: Human Language Technologies,NAACL-HLT 2019,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q36091,Minneapolis,2019/6/2 2:00,2019/6/7 2:00
http://www.wikidata.org/entity/Q56677269,Thirty-Third AAAI Conference on Artificial Intelligence,AAAI-19,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q3135697,Hilton Hawaiian Village,2019/1/27 1:00,2019/2/1 1:00
http://www.wikidata.org/entity/Q56872285,9th International SWAT4HCLS conference,SWAT4LS,http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q727,Amsterdam,2016/12/5 1:00,2016/12/8 1:00
http://www.wikidata.org/entity/Q56872346,8th International SWAT4LS conference,SWAT4LS 2015,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q760967,Clare College,2015/12/7 1:00,2015/12/10 1:00
http://www.wikidata.org/entity/Q56872346,8th International SWAT4LS conference,SWAT4LS 2015,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q2356502,Hinxton,2015/12/7 1:00,2015/12/10 1:00
http://www.wikidata.org/entity/Q57171737,20th Annual Meeting of the Special Interest Group on Discourse and Dialogue,SIGDIAL 2019,http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,2019/9/11 2:00,2019/9/13 2:00
http://www.wikidata.org/entity/Q57414170,2018 IEEE International Conference on Big Data,IEEE BigData 2018,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q7988924,Westin Seattle,2018/12/10 1:00,2018/12/13 1:00
http://www.wikidata.org/entity/Q57417865,13th International Conference on Computational Semantics,IWCS 2019,http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q371522,University of Gothenburg,2019/5/23 2:00,2019/5/27 2:00
http://www.wikidata.org/entity/Q58485225,The 7th conference of the Scandinavian Association for Language and Cognition,SALC7,http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q25319,Aarhus,2019/5/22 2:00,2019/5/24 2:00
http://www.wikidata.org/entity/Q59264323,SWIB19,SWIB19,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q44810046,Katholische Akademie Hamburg,2019/11/25 1:00,2019/11/27 1:00
http://www.wikidata.org/entity/Q106246269,"Cognitive Ergonomics - Mind and Computers, 2nd European Conference, Gmunden, Austria, September 10-14, 1984",Conference on Cognitive Ergonomics 1984,http://www.wikidata.org/entity/Q40,Austria,http://www.wikidata.org/entity/Q430449,Gmunden,1984/9/10 2:00,1984/9/14 2:00
http://www.wikidata.org/entity/Q106246275,"Abstraction, Reformulation, and Approximation, 7th International Symposium, SARA 2007, Whistler, Canada, July 18-21, 2007",SARA 2007,http://www.wikidata.org/entity/Q16,Canada,http://www.wikidata.org/entity/Q203122,Whistler,2007/7/18 2:00,2007/7/21 2:00
http://www.wikidata.org/entity/Q106246276,"Advances in Databases and Information Systems - 22nd European Conference, ADBIS 2018, Budapest, Hungary, September 2-5, 2018",ADBIS 2018,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q1781,Budapest,2018/9/2 2:00,2018/9/5 2:00
http://www.wikidata.org/entity/Q106246279,"Advances in Databases and Information Systems - 19th East European Conference, ADBIS 2015, Poitiers, France, September 8-11, 2015",ADBIS 2015,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q6616,Poitiers,2015/9/8 2:00,2015/9/11 2:00
http://www.wikidata.org/entity/Q106246281,"Advances in Databases and Information Systems, 12th East European Conference, ADBIS 2008, Pori, Finland, September 5-9, 2008",ADBIS 2008,http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q180233,Pori,2008/9/5 2:00,2008/9/9 2:00
http://www.wikidata.org/entity/Q106246283,"Advances in Databases and Information Systems, 6th East European Conference, ADBIS 2002, Bratislava, Slovakia, September 8-11, 2002",ADBIS 2002,http://www.wikidata.org/entity/Q214,Slovakia,http://www.wikidata.org/entity/Q1780,Bratislava,2002/9/8 2:00,2002/9/11 2:00
http://www.wikidata.org/entity/Q106246285,"Advances in Databases and Information Systems, 5th East European Conference, ADBIS 2001, Vilnius, Lithuania, September 25-28, 2001",ADBIS 2001,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q216,Vilnius,2001/9/25 2:00,2001/9/28 2:00
http://www.wikidata.org/entity/Q106246288,"Advances in Databases and Information Systems, Third East European Conference, ADBIS'99, Maribor, Slovenia, September 13-16, 1999",ADBIS 1999,http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q1010,Maribor,1999/9/13 2:00,1999/9/16 2:00
http://www.wikidata.org/entity/Q106246289,"25th IEEE International Symposium on Asynchronous Circuits and Systems, ASYNC 2019, Hirosaki, Japan, May 12-15, 2019",ASYNC 2019,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q194087,Hirosaki,2019/5/12 2:00,2019/5/15 2:00
http://www.wikidata.org/entity/Q106246292,"29th International Symposium on Computer Architecture and High Performance Computing, SBAC-PAD 2017, Campinas, Brazil, October 17-20, 2017",SBAC-PAD 2017,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q171617,Campinas,2017/10/17 2:00,2017/10/20 2:00
http://www.wikidata.org/entity/Q106246294,"28th International Symposium on Computer Architecture and High Performance Computing, SBAC-PAD 2016, Los Angeles, CA, USA, October 26-28, 2016",SBAC-PAD 2016,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q65,Los Angeles,2016/10/26 2:00,2016/10/28 2:00
http://www.wikidata.org/entity/Q106246296,"Experimental Algorithms - 14th International Symposium, SEA 2015, Paris, France, June 29 - July 1, 2015",SEA 2015,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q90,Paris,2015/6/29 2:00,2015/7/1 2:00
http://www.wikidata.org/entity/Q106246298,"Experimental Algorithms, 8th International Symposium, SEA 2009, Dortmund, Germany, June 4-6, 2009",SEA 2009,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1295,Dortmund,2009/6/4 2:00,2009/6/6 2:00
http://www.wikidata.org/entity/Q106246300,"Information Management and Big Data - 6th International Conference, SIMBig 2019, Lima, Peru, August 21-23, 2019",SIMBig 2019,http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2868,Lima,2019/8/21 2:00,2019/8/23 2:00
http://www.wikidata.org/entity/Q106246302,"2nd Annual International Symposium on Information Management and Big Data - SIMBig 2015, Cusco, Peru, September 2-4, 2015",SIMBig 2015,http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q5582862,Cuzco,2015/9/2 2:00,2015/9/4 2:00
http://www.wikidata.org/entity/Q106246303,"32nd Symposium on Integrated Circuits and Systems Design, SBCCI 2019, Sao Paulo, Brazil, August 26-30, 2019",SBCCI 2019,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q174,São Paulo,2019/8/26 2:00,2019/8/30 2:00
http://www.wikidata.org/entity/Q106246305,"31st Symposium on Integrated Circuits and Systems Design, SBCCI 2018, Bento Gonçalves, RS, Brazil, August 27-31, 2018",SBCCI 2018,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q548652,Bento Gonçalves,2018/8/27 2:00,2018/8/31 2:00
http://www.wikidata.org/entity/Q106246307,"30th Symposium on Integrated Circuits and Systems Design: Chip on the Sands, SBCCI 2017, Fortaleza, Ceará, Brazil, August 28 - September 01, 2017",SBCCI 2017,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q43463,Fortaleza,2017/8/28 2:00,2017/9/1 2:00
http://www.wikidata.org/entity/Q106246308,"29th Symposium on Integrated Circuits and Systems Design, SBCCI 2016, Belo Horizonte, Brazil, August 29 - September 3, 2016",SBCCI 2016,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q42800,Belo Horizonte,2016/8/29 2:00,2016/9/3 2:00
http://www.wikidata.org/entity/Q106246310,"28th Symposium on Integrated Circuits and Systems Design, SBCCI 2015, Salvador, Brazil, August 31 - September 4, 2015",SBCCI 2015,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q36947,Salvador,2015/8/31 2:00,2015/9/4 2:00
http://www.wikidata.org/entity/Q106246314,"23rd Annual Symposium on Integrated Circuits and Systems Design, SBCCI 2010, São Paulo, Brazil, September 6-9, 2010",SBCCI 2010,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q174,São Paulo,2010/9/6 2:00,2010/9/9 2:00
http://www.wikidata.org/entity/Q106246324,"21st Annual Symposium on Integrated Circuits and Systems Design, SBCCI 2008, Gramado, Brazil, September 1-4, 2008",SBCCI 2008,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q694833,Gramado,2008/9/1 2:00,2008/9/4 2:00
http://www.wikidata.org/entity/Q106246326,"1st Symposium on Languages, Applications and Technologies, SLATE 2012, Braga, Portugal, June 21-22, 2012",SLATE 2012,http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q83247,Braga,2012/6/21 2:00,2012/6/22 2:00
http://www.wikidata.org/entity/Q106246329,"17th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2020, Santa Clara, CA, USA, February 25-27, 2020",NSDI 2020,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q159260,Santa Clara,2020/2/25 1:00,2020/2/27 1:00
http://www.wikidata.org/entity/Q106246331,"2nd Symposium on Point Based Graphics, PBG 2005, Stony Brook, NY, USA, June 21-22, 2005",PBG 2005,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q1376559,Stony Brook,2005/6/21 2:00,2005/6/22 2:00
http://www.wikidata.org/entity/Q106246333,"Programming Languages: Implementations, Logics, and Programs, 9th International Symposium, PLILP'97, Including a Special Trach on Declarative Programming Languages in Education, Southampton, UK, September 3-5, 1997",PLILP 1997,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q79848,Southampton,1997/9/3 2:00,1997/9/5 2:00
http://www.wikidata.org/entity/Q106246334,"Programming Languages: Implementations, Logics, and Programs, 8th International Symposium, PLILP'96, Aachen, Germany, September 24-27, 1996",PLILP 1996,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1017,Aachen,1996/9/24 2:00,1996/9/27 2:00
http://www.wikidata.org/entity/Q106246336,"Programming Languages: Implementations, Logics and Programs, 7th International Symposium, PLILP'95, Utrecht, The Netherlands, September 20-22, 1995",PLILP 1995,http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q39297398,Utrecht,1995/9/20 2:00,1995/9/22 2:00
http://www.wikidata.org/entity/Q106246339,"Tenth ACM Symposium on Solid and Physical Modeling 2005, Cambridge, Massachusetts, USA, June 13-15, 2005",SPM 2005,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q49111,Cambridge,2005/6/13 2:00,2005/6/15 2:00
http://www.wikidata.org/entity/Q106246341,"Seventh ACM Symposium on Solid Modeling and Applications, Max-Planck-Institut für Informatik, Saarbrücken, Germany, June 17-21, 2002",SMA 2002,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1724,Saarbrücken,2002/6/17 2:00,2002/6/21 2:00
http://www.wikidata.org/entity/Q106246343,"Fourth Symposium on Solid Modeling and Applications, Atlanta, Georgia, USA, May 14-16, 1997",SMA 1997,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q23556,Atlanta,1997/5/14 2:00,1997/5/16 2:00
http://www.wikidata.org/entity/Q106246345,"Stochastic Algorithms: Foundations and Applications, 5th International Symposium, SAGA 2009, Sapporo, Japan, October 26-28, 2009",SAGA 2009,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q37951,Sapporo,2009/10/26 1:00,2009/10/28 1:00
http://www.wikidata.org/entity/Q106246348,"Stochastic Algorithms: Foundations and Applications, International Symposium, SAGA 2001 Berlin, Germany, December 13-14, 2001",SAGA 2001,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q64,Berlin,2001/12/13 1:00,2001/12/14 1:00
http://www.wikidata.org/entity/Q106246350,"20th Symposium on Virtual and Augmented Reality, SVR 2018, Foz do Iguaçu, Brazil, October 28-30, 2018",SVR 2018,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q202316,Foz do Iguaçu,2018/10/28 2:00,2018/10/30 1:00
http://www.wikidata.org/entity/Q106246353,"19th Symposium on Virtual and Augmented Reality, SVR 2017, Curitiba, Brazil, November 1-4, 2017",SVR 2017,http://www.wikidata.org/entity/Q155,Brazil,http://www.wikidata.org/entity/Q4361,Curitiba,2017/11/1 1:00,2017/11/4 1:00
http://www.wikidata.org/entity/Q106246355,"System Analysis and Modeling: Models and Reusability - 8th International Conference, SAM 2014, Valencia, Spain, September 29-30, 2014",SAM 2014,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q8818,Valencia,2014/9/29 2:00,2014/9/30 2:00
http://www.wikidata.org/entity/Q106246365,"System Configuration Management, 9th International Symposium, SCM-9, Toulouse, France, September 5-7, 1999",SCM 1999,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q7880,Toulouse,1999/9/5 2:00,1999/9/7 2:00
http://www.wikidata.org/entity/Q106246368,"Performance Evaluation and Benchmarking, First TPC Technology Conference, TPCTC 2009, Lyon, France, August 24-28, 2009",TPCTC 2009,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q456,Lyon,2009/8/24 2:00,2009/8/28 2:00
