,Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url,ceur_long_title_contained_words,tdtitle_contained_words,volname_contained_words,acronym_contained_words,voltitle_contained_words,h1_contained_words,title_contained_words,workshopLabel_contained_words,ShortName_contained_words
314,311,http://ceur-ws.org/Vol-312/,312,Between Ontologies and Folksonomies 2007,BOF'07,nan,"Proceedings of the Workshop BOF - BETWEEN ONTOLOGIES AND FOLKSONOMIES: TOOLS AND ARCHITECTURES FOR MANAGING AND RETRIEVING EMERGING KNOWLEDGE IN COMMUNITIES BOF'07 Michigan State University, East Lansing, Michigan, USA, June 28, 2007",nan,"BOF'07 Between Ontologies and Folksonomies: Tools and Architectures for Managing and Retrieving Emerging Knowledge in Communities Proceedings of the Workshop BOF - BETWEEN ONTOLOGIES AND FOLKSONOMIES: TOOLS AND ARCHITECTURES FOR MANAGING AND RETRIEVING EMERGING KNOWLEDGE IN COMMUNITIES BOF'07 Michigan State University, East Lansing, Michigan, USA, June 28, 2007. Edited by Dario Maggiorini*, Alessandro Provetti** and Laura Ripamonti* * Dept. of Information and Communication (D.I.Co.), University of Milan, Italy. ** Dept. of Physics, University of Messina, Italy. Complete Proceedings Table of Contents Automated Information Extraction from Web Sources: a Survey Giacomo Fiumara (X)querying RSS/Atom Feeds Extracted from News Web Sites: a Cocoon-based Portal Giacomo Fiumara, Mario La Rosa, and Tommaso Pimpo Virtual Communities as Narrative Processes Marco Benini and Federico Gobbo Bridging Different Generation of Web via Exploiting Semantic Social Web Blog Portal Yuh-Jong Hu and Cheng-Yuan Yu Improving Flickr discovery through Wikipedias Federico Gobbo Learning by tagging: The role of social tagging in group knowledge formation Jude Yew, Faison P. Gibson, and Stephanie Teasley submitted by I. Di Loreto, D. Maggiorini, A. Provetti, L. Ripamonti, 9-Jan-2008 published on CEUR-WS.org, 9-Jan-2008","Proceedings of the Workshop Between Ontologies and Folksonomies (BOF-2007), Michigan State University, East Lansing, Michigan, USA, June 28, 2007.","BOF'07 Between Ontologies and Folksonomies: Tools and Architectures for Managing and Retrieving Emerging Knowledge in Communities Proceedings of the Workshop BOF - BETWEEN ONTOLOGIES AND FOLKSONOMIES: TOOLS AND ARCHITECTURES FOR MANAGING AND RETRIEVING EMERGING KNOWLEDGE IN COMMUNITIES BOF'07 Michigan State University, East Lansing, Michigan, USA, June 28, 2007. Edited by Dario Maggiorini*, Alessandro Provetti** and Laura Ripamonti* * Dept. of Information and Communication (D.I.Co.), University of Milan, Italy. ** Dept. of Physics, University of Messina, Italy. Complete Proceedings Table of Contents Automated Information Extraction from Web Sources: a Survey Giacomo Fiumara (X)querying RSS/Atom Feeds Extracted from News Web Sites: a Cocoon-based Portal Giacomo Fiumara, Mario La Rosa, and Tommaso Pimpo Virtual Communities as Narrative Processes Marco Benini and Federico Gobbo Bridging Different Generation of Web via Exploiting Semantic Social Web Blog Portal Yuh-Jong Hu and Cheng-Yuan Yu Improving Flickr discovery through Wikipedias Federico Gobbo Learning by tagging: The role of social tagging in group knowledge formation Jude Yew, Faison P. Gibson, and Stephanie Teasley submitted by I. Di Loreto, D. Maggiorini, A. Provetti, L. Ripamonti, 9-Jan-2008 published on CEUR-WS.org, 9-Jan-2008",,http://www.wikidata.org/entity/Q113672889,Between Ontologies and Folksonomies: Tools and Architectures for Managing and Retrieving Emerging Knowledge in Communities,http://ceur-ws.org/Vol-312/,BOF '07,United States of America,Lansing,2007/6/28 2:00,2007/6/28 2:00,nan,,,,CHI,,,,,CHI,CHI,,
315,312,http://ceur-ws.org/Vol-313/,313,Emerging Web Services Technology 2007,WEWST07,nan,"Proceedings of the 2nd ECOWS07 Workshop on Emerging Web Services Technology Halle (Saale), Germany, November 26, 2007",nan,WEWST07 2nd Workshop on Emerging Web Services Technology,"Proceedings of the 2nd Workshop on Emerging Web Services Technology (WEWST-2007), Halle (Saale), Germany, November 26, 2007.",WEWST07 2nd Workshop on Emerging Web Services Technology,,http://www.wikidata.org/entity/Q113672893,WEWST07 2nd Workshop on Emerging Web Services Technology,http://ceur-ws.org/Vol-313/,WEWST07,Germany,Halle (Saale),2007/11/26 1:00,2007/11/26 1:00,"Proceedings of the 2nd ECOWS07 Workshop on Emerging Web Services Technology, WEWST 2007, Halle (Saale), Germany, November 26, 2007.",313.0,2008.0,https://dblp.org/db/conf/ecows/wewst2007.html,ECOWS,,,,,,,,
319,316,http://ceur-ws.org/Vol-317/,317,Exchanging Experiences in Technology Enhanced Learning 2007,WWWrong'07 Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right?,nan,"Proceedings of the Workshop on Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right?WWWrong'07Sissi, Lassithi - Crete Greece, 17 September, 2007",nan,WWWrong'07 Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right?,"Proceedings of the Workshop on Exchanging Experiences in Technology Enhanced Learning, What Went Wrong? What Went Right? (WWWrong-2007), Sissi, Lassithi - Crete Greece, 17 September, 2007.",WWWrong'07 Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right?,,http://www.wikidata.org/entity/Q113672897,WWWrong'07 Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right?,http://ceur-ws.org/Vol-317/,WWWrong'07,Greece,"Sisi, Lasithi",2007/9/17 2:00,2007/9/17 2:00,"Proceedings of the Workshop on Exchanging Experiences in Technology Enhanced Learning - What Went Wrong? What Went Right? WWWrong 2007, Sissi, Lassithi - Crete Greece, 17 September, 2007.",317.0,2008.0,https://dblp.org/db/conf/ectel/wwwrong2007.html,WWW,WWW,,WWW,,WWW,WWW,WWW,WWW
358,355,http://ceur-ws.org/Vol-356/,356,Social Web and Knowledge Management 2008,SWKM 2008,nan,Proceedings of the WWW2008 Workshop on Social Web and Knowledge Management,nan,SWKM 2008 Social Web and Knowledge Management,"Proceedings of the WWW2008 Workshop on Social Web and Knowledge Management (SWKM-2008), Beijing, China, April 22, 2008.",SWKM 2008 Social Web and Knowledge Management,,http://www.wikidata.org/entity/Q113672807,SWKM 2008 Social Web and Knowledge Management,http://ceur-ws.org/Vol-356/,SWKM 2008,People's Republic of China,Beijing,2008/4/22 2:00,2008/4/22 2:00,"Proceedings of the WWW 2008 Workshop on Social Web and Knowledge Management, Beijing, China, April 22, 2008.",356.0,2008.0,https://dblp.org/db/conf/www/swkm2008.html,WWW,WWW,,,,,,,
360,357,http://ceur-ws.org/Vol-358/,358,ESWC 2008 Ph.D. Symposium,ESWC 2008 Ph.D. Symposium,nan,"Proceedings of the ESWC 2008 Ph.D. Symposium Tenerife, Spain, June 2, 2008",nan,ESWC 2008 Ph.D. Symposium,"Proceedings of the ESWC 2008 Ph.D. Symposium, Tenerife, Spain, June 2, 2008.",ESWC 2008 Ph.D. Symposium,,,nan,,nan,,,,,nan,,,,"ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC",,"ESWC, ESWC, ESWC","ESWC, ESWC, ESWC",,
371,368,http://ceur-ws.org/Vol-369/,369,Linked Data on the Web 2008,of the Linked Data on the Web workshop (LDOW2008),nan,"Proceedings of the WWW2008 Workshop on Linked Data on the Web Beijing / China, April 22, 2008",nan,Linked Data on the Web (LDOW 2008),"Proceedings of the WWW-2008 Workshop on Linked Data on the Web (LDOW-2008), Beijing, China, April 22, 2008.",Linked Data on the Web (LDOW 2008),,,nan,,nan,,,,,"Proceedings of the WWW2008 Workshop on Linked Data on the Web, LDOW 2008, Beijing, China, April 22, 2008.",369.0,2008.0,https://dblp.org/db/conf/www/ldow2008.html,WWW,WWW,,,,,,,
374,371,http://ceur-ws.org/Vol-372/,372,VERIFY 2008,VERIFY'08,nan,"Proceedings of the 5th International Verification Workshop in connection with IJCAR 2008 Sydney, Australia, August 10-11, 2008",nan,VERIFY'08 5th International Verification Workshop,"Proceedings of the 5th International Verification Workshop (VERIFY-2008), Sydney, Australia, August 10-11, 2008.",VERIFY'08 5th International Verification Workshop,,http://www.wikidata.org/entity/Q113672824,VERIFY'08 5th International Verification Workshop,http://ceur-ws.org/Vol-372/,VERIFY'08,Australia,Sydney,2008/8/10 2:00,2008/8/11 2:00,"Proceedings of the 5th International Verification Workshop in connection with IJCAR 2008, Sydney, Australia, August 10-11, 2008.",372.0,2008.0,https://dblp.org/db/conf/cade/verify2008.html,IJCAR,,,,,,,,
401,398,http://ceur-ws.org/Vol-399/,399,Future Internet Symposium 2008 - Poster and Demonstration Papers,FIS'08: Poster and Demonstration Track,nan,"Proceedings of the Poster and Demonstration Paper Track of the 1st Future Internet Symposium (FIS'08) FIS'08; Vienna, Austria, September 28-30, 2008",nan,FIS'08: Future Internet Symposium Poster and Demonstration Paper Track,"Proceedings of the Poster and Demonstration Paper Track of the 1st Future Internet Symposium (FIS-2008), Vienna, Austria, September 28-30, 2008.",FIS'08: Future Internet Symposium Poster and Demonstration Paper Track,,,nan,,nan,,,,,"Proceedings of the Poster and Demonstration Paper Track of the 1st Future Internet Symposium (FIS'08) FIS'08 ; Vienna, Austria, September 28-30, 2008.",399.0,2008.0,https://dblp.org/db/conf/fis/pd2008.html,FIS,FIS,,FIS,,FIS,FIS,,
407,404,http://ceur-ws.org/Vol-405/,405,Social Data on the Web 2008,SDoW2008,nan,"Proceedings of the ISWC2008 Workshop on Social Data on the Web (SDoW2008) Karlsruhe, Germany, October 27, 2008",nan,First Workshop on Social Data on the Web (SDoW2008),"Proceedings of the 1st Workshop on Social Data on the Web (SDoW2008), Karlsruhe, Germany, October 27, 2008.",First Workshop on Social Data on the Web (SDoW2008),,http://www.wikidata.org/entity/Q113672649,First Workshop on Social Data on the Web (SDoW2008),http://ceur-ws.org/Vol-405/,SDoW2008,Germany,Karlsruhe,2008/10/27 1:00,2008/10/27 1:00,"Proceedings of the ISWC2008 Workshop on Social Data on the Web (SDoW2008) Karlsruhe, Germany, October 27, 2008.",405.0,2008.0,https://dblp.org/db/conf/semweb/sdow2008.html,ISWC,,,,,,,,
413,410,http://ceur-ws.org/Vol-411/,411,Non Functional Properties and Service Level Agreements in Service Oriented Computing 2008,NFPSLA-SOC'08,nan,"Proceedings of the 2nd Workshop on Non Functional Properties and Service Level Agreements in Service Oriented Computing at ECOWS 2008, Dublin, Ireland, November 12, 2008",nan,NFPSLA-SOC'08 2nd Non Functional Properties and Service Level Agreements in Service Oriented Computing Workshop,"Proceedings of the 2nd Workshop on Non Functional Properties and Service Level Agreements in Service Oriented Computing (NFPSLA-SOC'08), Dublin, Ireland, November 12, 2008.",NFPSLA-SOC'08 2nd Non Functional Properties and Service Level Agreements in Service Oriented Computing Workshop,,http://www.wikidata.org/entity/Q113672675,NFPSLA-SOC'08 2nd Non Functional Properties and Service Level Agreements in Service Oriented Computing Workshop,http://ceur-ws.org/Vol-411/,NFPSLA-SOC'08,United States of America,Dublin,2008/11/12 1:00,2008/11/12 1:00,nan,,,,ECOWS,,,,,,,,
450,447,http://ceur-ws.org/Vol-447/,447,Trust and Privacy on the Social and Semantic Web 2009,SPOT2009,nan,"Proceedings of the ESWC2009 Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009) Heraklion, Greece, June 1, 2009",nan,First Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009),"Proceedings of the 1st Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009), Heraklion, Greece, June 1, 2009.",First Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009),,http://www.wikidata.org/entity/Q113672761,First Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009),http://ceur-ws.org/Vol-447/,SPOT2009,Greece,Heraklion,2009/6/1 2:00,2009/6/1 2:00,"Proceedings of the ESWC2009 Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009) Heraklion, Greece, June 1, 2009.",447.0,2009.0,https://dblp.org/db/conf/esws/spot2009.html,"ESWC, ESWC, ESWC",,,,,,,,
476,473,http://ceur-ws.org/Vol-472/,472,Semantic Business Process Management 2008,SBPM2008,nan,"Proceedings of the 3rd International Workshop on Semantic Business Process Management Tenerife, Spain, June 2nd, 2008",nan,SBPM2008 3rd International Workshop on Semantic Business Process Management,"Proceedings of the 3rd International Workshop on Semantic Business Process Management (SBPM2008), Tenerife, Spain, June 2, 2008.",SBPM2008 3rd International Workshop on Semantic Business Process Management,,http://www.wikidata.org/entity/Q113672443,SBPM2008 3rd International Workshop on Semantic Business Process Management,http://ceur-ws.org/Vol-472/,SBPM2008,Spain,Adeje,2008/6/2 2:00,2008/6/2 2:00,nan,,,,,"BPM, BPM",,"BPM, BPM",,"BPM, BPM","BPM, BPM","BPM, BPM","BPM, BPM"
477,474,http://ceur-ws.org/Vol-473/,473,"Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques 2009",DAH'2009,nan,"Proceedings of the 1st DAH'2009 Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques Eindhoven, Netherlands, June 25, 2009",nan,"DAH'2009 1st International Workshop on Dynamic and Adaptive Hypertext:Generic Frameworks, Approaches and Techniques","Proceedings of the 1st Workshop on Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques (DAH'2009), Eindhoven, Netherlands, June 25, 2009.","DAH'2009 1st International Workshop on Dynamic and Adaptive Hypertext:Generic Frameworks, Approaches and Techniques",,http://www.wikidata.org/entity/Q113672444,"DAH'2009 1st International Workshop on Dynamic and Adaptive Hypertext:Generic Frameworks, Approaches and Techniques",http://ceur-ws.org/Vol-473/,DAH'2009,Netherlands,Eindhoven,2009/6/25 2:00,2009/6/25 2:00,nan,,,,Hypertext,Hypertext,Hypertext,,,Hypertext,Hypertext,Hypertext,
478,475,http://ceur-ws.org/Vol-474/,474,Inductive Reasoning and Machine Learning on the Semantic Web 2009,IRMLeS '09,nan,"Proceedings of the First ESWC Workshop on Inductive Reasoning and Machine Learning on the Semantic Web Heraklion, Greece, June 1, 2009",nan,IRMLeS '09 Inductive Reasoning and Machine Learning on the Semantic Web,"Proceedings of the 1st Workshop on Inductive Reasoning and Machine Learning on the Semantic Web (IRMLeS '09), Heraklion, Greece, June 1, 2009.",IRMLeS '09 Inductive Reasoning and Machine Learning on the Semantic Web,,http://www.wikidata.org/entity/Q113672445,IRMLeS '09 Inductive Reasoning and Machine Learning on the Semantic Web,http://ceur-ws.org/Vol-474/,IRMLeS '09,Greece,Heraklion,2009/6/1 2:00,2009/6/1 2:00,nan,,,,"ESWC, ESWC, ESWC",,,,,,,,
493,490,http://ceur-ws.org/Vol-489/,489,Business Process Management Demonstration Track 2009,BPMDemos2009,nan,Proceedings of the BPM 2009 Demonstration Track,nan,BPMDemos2009 Business Process Management Demonstration Track 2009,"Proceedings of the Business Process Management Demonstration Track (BPMDemos2009), Ulm, Germany, September 8, 2009.",BPMDemos2009 Business Process Management Demonstration Track 2009,,http://www.wikidata.org/entity/Q113672469,BPMDemos2009 Business Process Management Demonstration Track 2009,http://ceur-ws.org/Vol-489/,BPMDemos2009,Germany,Ulm,2009/9/8 2:00,2009/9/8 2:00,"Proceedings of the Business Process Management Demonstration Track (BPMDemos 2009), Ulm, Germany, September 8, 2009.",489.0,2009.0,https://dblp.org/db/conf/bpm/bpmd2009.html,"BPM, BPM","BPM, BPM",,"BPM, BPM",,"BPM, BPM","BPM, BPM","BPM, BPM","BPM, BPM"
506,503,http://ceur-ws.org/Vol-502/,502,"Uncovering Plagiarism, Authorship and Social Software Misuse 2009",PAN-09,nan,"Proceedings of the SEPLN'09 Workshop on Uncovering Plagiarism, Authorship and Social Software Misuse San Sebastian (Donostia), Spain, September 10, 2009",nan,"PAN-09 3rd Workshop on Uncovering Plagiarism, Authorship and Social Software Misuse and 1st International Competition on Plagiarism Detection","Proceedings of the SEPLN'09 Workshop on Uncovering Plagiarism, Authorship and Social Software Misuse (PAN-2009) and 1st International Competition on Plagiarism Detection, San Sebastian (Donostia), Spain, September 10, 2009.","PAN-09 3rd Workshop on Uncovering Plagiarism, Authorship and Social Software Misuse and 1st International Competition on Plagiarism Detection",,http://www.wikidata.org/entity/Q113674199,"PAN-09 3rd Workshop on Uncovering Plagiarism, Authorship and Social Software Misuse and 1st International Competition on Plagiarism Detection",http://ceur-ws.org/Vol-502/,PAN-09,Spain,Donostia / San Sebastián,2009/9/10 2:00,2009/9/10 2:00,nan,,,,SEPLN,SEPLN,,,,,,,
512,509,http://ceur-ws.org/Vol-508/,508,New Forms of Xanalogical Storage and Function 2009,First Workshop on New Forms of Xanalogical Storage and Function,nan,"Proceedings of the 1st Workshop on New Forms of Xanalogical Storage and Function, held as part of the ACM Hypertext 2009, Turin, Italy, June 29, 2009",nan,First Workshop on New Forms of Xanalogical Storage and Function,"Proceedings of the 1st Workshop on  New Forms of Xanalogical Storage and Function, Turin, Italy, June 29, 2009.",First Workshop on New Forms of Xanalogical Storage and Function,,http://www.wikidata.org/entity/Q113674204,First Workshop on New Forms of Xanalogical Storage and Function,http://ceur-ws.org/Vol-508/,NFXSF 2009,Italy,Turin,2009/6/29 2:00,2009/6/29 2:00,nan,,,,Hypertext,,,,,,,,
542,539,http://ceur-ws.org/Vol-538/,538,Linked Data on the Web 2009,of the Linked Data on the Web workshop (LDOW2008),nan,"Proceedings of the WWW2009 Workshop on Linked Data on the Web Madrid, Spain, April 20, 2009",nan,Linked Data on the Web (LDOW 2009),"Proceedings of the WWW2009 Workshop on Linked Data on the Web (LDOW 2009), Madrid, Spain, April 20, 2009.",Linked Data on the Web (LDOW 2009),,http://www.wikidata.org/entity/Q113674251,Linked Data on the Web (LDOW 2009),http://ceur-ws.org/Vol-538/,of the Linked Data on the Web workshop (LDOW2008),Spain,Madrid,2009/4/20 2:00,2009/4/20 2:00,"Proceedings of the WWW2009 Workshop on Linked Data on the Web, LDOW 2009, Madrid, Spain, April 20, 2009.",538.0,2009.0,https://dblp.org/db/conf/www/ldow2009.html,WWW,WWW,,,,,,,
551,548,http://ceur-ws.org/Vol-547/,547,Conférence Internationale sur l'Informatique et ses Applications 2009,CIIA-2009,nan,Proceedings of the 2nd Conférence Internationale sur l'informatique et ses Applications (CIIA'09),nan,CIIA-2009 Conférence Internationale sur l'Informatique et ses Applications,"Proceedings of 2nd Conférence Internationale sur l'Informatique et ses Applications (CIIA 2009), Saida, Algeria, May 3-4, 2009.",CIIA-2009 Conférence Internationale sur l'Informatique et ses Applications,,http://www.wikidata.org/entity/Q113674263,CIIA-2009 Conférence Internationale sur l'Informatique et ses Applications,http://ceur-ws.org/Vol-547/,CIIA-2009,Algeria,Saida,2009/5/3 2:00,2009/5/4 2:00,"Proceedings of the 2nd Conférence Internationale sur l'Informatique et ses Applications (CIIA'09), Saida, Algeria, May 3-4, 2009.",547.0,2009.0,https://dblp.org/db/conf/ciia/ciia2009.html,CIIA,CIIA,,CIIA,,CIIA,CIIA,CIIA,CIIA
566,563,http://ceur-ws.org/Vol-562/,562,eUniverSALearning 2008,"eUniverSALearning-2008 Congreso Internacional de Tecnología, Formación y Comunicación",nan,"Actas del II Congreso Internacional de Tecnología, Formación y Comunicación","Congreso Internacional de Tecnología, Formación y Comunicación","eUniverSALearning-2008 Congreso Internacional de Tecnología, Formación y Comunicación","Actas del II Congreso Internacional de Tecnología, Formación y Comunicación, Salamanca, España, Noviembre 26-28, 2008.","Actas del II Congreso Internacional de Tecnología, Formación y Comunicación","Salamanca, España, Noviembre 26-28, 2008",http://www.wikidata.org/entity/Q113674285,"II Congreso Internacional de Tecnología, Formación y Comunicación",http://ceur-ws.org/Vol-562/,eUniverSALearning-2008,Spain,Salamanca,2008/11/26 1:00,2008/11/28 1:00,nan,,,,,,eUniverSALearning,eUniverSALearning,,eUniverSALearning,,,eUniverSALearning
572,569,http://ceur-ws.org/Vol-568/,568,Poster Track of the ESWC-10 PhD Symposium,ESWC10-PhD,nan,Poster Proceedings of the ESWC-10 PhD Symposium,ESWC-10 PhD Symposium - Posters,ESWC10-PhD ESWC-10 PhD Symposium - Posters,"Proceedings of the Poster Track of the ESWC-10 PhD Symposium (ESWC10-PhD), Heraklion, Crete, 31st of May, 2010.",Poster Proceedings of the ESWC-10 PhD Symposium,"Heraklion, Crete, 31st of May, 2010",,nan,,nan,,,,,nan,,,,"ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC","ESWC, ESWC, ESWC",,
583,580,http://ceur-ws.org/Vol-579/,579,Du thème au terme. Emergence et lexicalisation des connaissances 2009,TIAWS1-2009,nan,"TIA09 Workshop1 : ""Du thème au terme. Emergence et lexicalisation des connaissances""","Atelier 1: ""Du thème au terme. Emergence et lexicalisation des connaissances""","TIAWS1-2009 Atelier 1: ""Du thème au terme. Emergence et lexicalisation des connaissances""","TIA09 Workshop1 : ""Du thème au terme. Emergence et lexicalisation des connaissances"", Toulouse, France, November 20, 2010.","TIA09 Workshop1 : ""Du thème au terme. Emergence et lexicalisation des connaissances""","Toulouse, France, November 20, 2009",http://www.wikidata.org/entity/Q113674308,"TIA09 Workshop1 : ""Du thème au terme. Emergence et lexicalisation des connaissances""",http://ceur-ws.org/Vol-579/,TIAWS1-2009,France,Toulouse,2009/11/20 1:00,2009/11/20 1:00,nan,,,,TIA,TIA,,TIA,,TIA,TIA,TIA,TIA
584,581,http://ceur-ws.org/Vol-580/,580,Acquisition et modélisation de relations sémantiques 2009,TIAWS2-2009,nan,"TIA09 Workshop2 : ""Acquisition et modélisation de relations sémantiques""","Atelier 2: ""Acquisition et modélisation de relations sémantiques""","TIAWS2-2009 Atelier 2: ""Acquisition et modélisation de relations sémantiques""","TIA09 Workshop2 : ""Acquisition et modélisation de relations sémantiques"", Toulouse, France, November 20, 2010.","TIA09 Workshop2 : ""Acquisition et modélisation de relations sémantiques""","Toulouse, France, November 20, 2009",http://www.wikidata.org/entity/Q113674309,"TIA09 Workshop2 : ""Acquisition et modélisation de relations sémantiques""",http://ceur-ws.org/Vol-580/,TIAWS2-2009,France,Toulouse,2009/11/20 1:00,2009/11/20 1:00,nan,,,,TIA,TIA,,TIA,,TIA,TIA,TIA,TIA
616,613,http://ceur-ws.org/Vol-612/,612,User-Centric Evaluation of Recommender Systems and Their Interfaces 2010,UCERSTI-2010,nan,Proceedings of the ACM RecSys 2010 Workshop on User-Centric Evaluation of Recommender Systems and Their Interfaces,User-Centric Evaluation of Recommender Systems and Their Interfaces,UCERSTI-2010 User-Centric Evaluation of Recommender Systems and Their Interfaces,"Proceedings of the ACM RecSys 2010 Workshop on User-Centric Evaluation of Recommender Systems and Their Interfaces (UCERSTI-2010), Barcelona, Spain, September 30, 2010.",Proceedings of the ACM RecSys 2010 Workshop on User-Centric Evaluation of Recommender Systems and Their Interfaces,"Barcelona, Spain, September 30, 2010",http://www.wikidata.org/entity/Q113660325,ACM RecSys 2010 Workshop on User-Centric Evaluation of Recommender Systems and Their Interfaces,http://ceur-ws.org/Vol-612/,UCERSTI-2010,Spain,Barcelona,2010/9/30 2:00,2010/9/30 2:00,nan,,,,RecSys,RecSys,,,,,RecSys,RecSys,
619,616,http://ceur-ws.org/Vol-615/,615,Business Process Management Demonstration Track 2010,BPMDemos-2010,nan,Proceedings of the Business Process Management 2010 Demonstration Track,Business Process Management Demonstration Track 2010,BPMDemos-2010 Business Process Management Demonstration Track 2010,"Proceedings of the Business Process Management Demonstration Track (BPMDemos-2010), Hoboken, USA, September 14-16, 2010.",Proceedings of the Business Process Management 2010 Demonstration Track,"Hoboken, USA, September 14-16, 2010",http://www.wikidata.org/entity/Q113660328,Business Process Management 2010 Demonstration Track,http://ceur-ws.org/Vol-615/,BPMDemos-2010,United States of America,Hoboken,2010/9/14 2:00,2010/9/16 2:00,"Proceedings of the Business Process Management 2010 Demonstration Track, Hoboken, NJ, USA, September 14-16, 2010.",615.0,2010.0,https://dblp.org/db/conf/bpm/bpmd2010.html,,"BPM, BPM",,"BPM, BPM",,"BPM, BPM",,,"BPM, BPM"
632,629,http://ceur-ws.org/Vol-628/,628,Linked Data on the Web 2010,LDOW-2010,nan,Proceedings of the WWW2010 Workshop on Linked Data on the Web,Linked Data on the Web 2010,LDOW-2010 Linked Data on the Web 2010,"Proceedings of the WWW2010 Workshop on Linked Data on the Web (LDOW 2010), Raleigh, USA, April 27, 2010.",Proceedings of the WWW2010 Workshop on Linked Data on the Web,"Raleigh, USA, April 27, 2010",http://www.wikidata.org/entity/Q113660345,WWW2010 Workshop on Linked Data on the Web,http://ceur-ws.org/Vol-628/,of the Linked Data on the Web workshop (LDOW2010),United States of America,Raleigh,2010/4/27 2:00,2010/4/27 2:00,"Proceedings of the WWW2010 Workshop on Linked Data on the Web, LDOW 2010, Raleigh, USA, April 27, 2010.",628.0,2010.0,https://dblp.org/db/conf/www/ldow2010.html,WWW,WWW,,,,,WWW,WWW,
678,675,http://ceur-ws.org/Vol-673/,673,Reuse and Adaptation of Ontologies and Terminologies 2010,EKAW-WS6-2010,nan,"Proceedings of the EKAW 2010 Workshop 6: ""Reuse and Adaptation of Ontologies and Terminologies""",Reuse and Adaptation of Ontologies and Terminologies 2010,EKAW-WS6-2010 Reuse and Adaptation of Ontologies and Terminologies 2010,"Proceedings of the EKAW 2010 Workshop 6: ""Reuse and Adaptation of Ontologies and Terminologies"", Lisbon, Portugal, October 15, 2010.","Proceedings of the EKAW 2010 Workshop 6: ""Reuse and Adaptation of Ontologies and Terminologies""","Lisbon, Portugal, October 15, 2010",http://www.wikidata.org/entity/Q113672137,"EKAW 2010 Workshop 6: ""Reuse and Adaptation of Ontologies and Terminologies""",http://ceur-ws.org/Vol-673/,EKAW-WS6-2010,Portugal,Lisbon,2010/10/15 2:00,2010/10/15 2:00,nan,,,,EKAW,EKAW,,EKAW,,EKAW,EKAW,EKAW,EKAW
679,676,http://ceur-ws.org/Vol-674/,674,EKAW2010 Poster and Demo Track,EKAW 2010 Posters and Demos,nan,Proceedings of the EKAW2010 Poster and Demo Track,EKAW 2010 Posters and Demos,EKAW 2010 Posters and Demos,"Proceedings of the EKAW2010 Poster and Demo Track, Lisbon, Portugal, October 11 - 15, 2010.",Proceedings of the EKAW2010 Poster and Demo Track,"Lisbon, Portugal, October 11 - 15, 2010",,nan,,nan,,,,,"Proceedings of the EKAW2010 Poster and Demo Track, Lisbon, Portugal, October 11 - 15, 2010.",674.0,2010.0,https://dblp.org/db/conf/ekaw/ekaw2010pd.html,EKAW,EKAW,EKAW,EKAW,EKAW,EKAW,EKAW,,
725,722,http://ceur-ws.org/Vol-718/,718,Making Sense of Microposts 2011,#MSM2011,nan,Proceedings of the ESWC2011 Workshop on 'Making Sense of Microposts': Big things come in small packages,Making Sense of Microposts 2011,#MSM2011 Making Sense of Microposts 2011,"Proceedings of the ESWC2011 Workshop on 'Making Sense of Microposts': Big things come in small packages (#MSM2011), Heraklion, Crete, May 30, 2011.",Proceedings of the ESWC2011 Workshop on 'Making Sense of Microposts': Big things come in small packages,"Heraklion, Crete, May 30, 2011",,nan,,nan,,,,,"Proceedings of the ESWC2011 Workshop on 'Making Sense of Microposts': Big things come in small packages, Heraklion, Crete, Greece, May 30, 2011.",718.0,2011.0,https://dblp.org/db/conf/msm/msm2011.html,"ESWC, ESWC, ESWC","ESWC, ESWC, ESWC",,,,,"ESWC, ESWC, ESWC",,
